CodeID	LitLen	Literal
5742	4	'Lord' [4]
5744	10	'lord      ' [10]
5745	4	'Lord' [4]
5747	10	'lord______' [10]
5748	4	'Lord' [4]
5750	10	'LADY______' [10]
5751	4	'Lady' [4]
5753	10	'Lady______' [10]
5754	4	'Lady' [4]
5756	10	'LADY      ' [10]
5757	4	'Lady' [4]
5759	10	'Lady      ' [10]
5760	4	'Lady' [4]
5762	10	'lady      ' [10]
5763	4	'Lady' [4]
5765	10	'lady______' [10]
5766	4	'Lady' [4]
5768	10	'SIR_______' [10]
5769	3	'Sir' [3]
5771	10	'Sir_______' [10]
5772	3	'Sir' [3]
5774	10	'SIR       ' [10]
5775	3	'Sir' [3]
5777	10	'Sir       ' [10]
5778	3	'Sir' [3]
5780	10	'sir       ' [10]
5781	3	'Sir' [3]
5783	10	'sir_______' [10]
5784	3	'Sir' [3]
5787		SPACES
5788	40	'Valid titles are: Mr,Mrs,Miss,Ms,Dr,Drs,' [40]
5788	23	'Professor,Lord,Sir,Lady' [23]
5789	1	'N' [1]
5790		-1
5794		1
5794	20	'____________________' [20]
5794		SPACES
5795		SPACES
5796	34	'Please supply a valid First Name  ' [34]
5797		-1
5798	1	'N' [1]
5801		1
5801	20	'____________________' [20]
5801		SPACES
5802		SPACES
5803	30	'Please supply a valid Surname ' [30]
5804		-1
5805	1	'N' [1]
5808		1
5808	1	'_' [1]
5808		SPACES
5809		SPACES
5810	37	'Please supply a valid Address Line 1 ' [37]
5811	1	'N' [1]
5812		-1
5815		1
5815	2	'__' [2]
5816		SPACES
5817	38	'Please supply a valid Date of Birth DD' [38]
5818	1	'N' [1]
5819		-1
5822		1
5822	2	'__' [2]
5823		SPACES
5824	38	'Please supply a valid Date of Birth MM' [38]
5825	1	'N' [1]
5826		-1
5829		4
5829	4	'____' [4]
5830		SPACES
5831	40	'Please supply a valid Date of Birth YYYY' [40]
5832	1	'N' [1]
5833		-1
5836		NUMERIC
5837		SPACES
5838	42	'Non numeric Date of Birth DD entered      ' [42]
5839	1	'N' [1]
5840		-1
5843		NUMERIC
5844		SPACES
5845	42	'Non numeric Date of Birth MM entered      ' [42]
5846	1	'N' [1]
5847		-1
5850		NUMERIC
5851		SPACES
5852	40	'Non numeric Date of Birth YYYY entered  ' [40]
5853	1	'N' [1]
5854		-1
5858		01
5858		31
5859		SPACES
5860	44	'Please supply a valid Date of Birth (DD)    ' [44]
5861	1	'N' [1]
5862		-1
5866		01
5866		12
5867		SPACES
5868	44	'Please supply a valid Date of Birth (MM)    ' [44]
5869	1	'N' [1]
5870		-1
5873		1
5874		SPACES
5875	37	'Missing expected data.               ' [37]
5876		TRUE
5877		1
5878		-1
5879		1
5880		-1
5881		1
5882		-1
5883		1
5884		-1
5885		1
5886		-1
5887		1
5888		-1
5889		1
5890		-1
5892	1	'N' [1]
5900	4	'CUST' [4]
5901	1	'N' [1]
5902	1	'_' [1]
5902	1	' ' [1]
5903	1	'_' [1]
5903	1	' ' [1]
5904	1	'_' [1]
5904	1	' ' [1]
5905	1	'_' [1]
5905	1	' ' [1]
5906		SPACE
5906	1	' ' [1]
5907	1	'_' [1]
5907	1	' ' [1]
5908	1	'_' [1]
5908	1	' ' [1]
5909	1	'_' [1]
5909	1	' ' [1]
5914	7	'CRECUST' [7]
5924	1	':' [1]
5926	4	'HBNK' [4]
5928		ZEROS
5929	28	'CCD010 - LINK CRECUST FAIL  ' [28]
5929	8	'EIBRESP=' [8]
5929	7	' RESP2=' [7]
5932	41	'BNK1CCS - CCD010 - LINK CRECUST FAIL     ' [41]
5938	1	'N' [1]
5939		SPACES
5940	43	'Sorry but unable to create Customer record ' [43]
5941	1	'O' [1]
5942	47	'Sorry, customer is too old. Please check D.O.B.' [47]
5944	1	'Y' [1]
5945	40	'Sorry, customer D.O.B. is in the future.' [40]
5947	1	'Z' [1]
5948	34	'Sorry, customer D.O.B. is invalid.' [34]
5950	1	'N' [1]
5952	1	'Y' [1]
5953		SPACES
5954	49	'The Customer record has been successfully created' [49]
5966		1
5966		2
5967		3
5967		2
5968		5
5968		4
5987	1	':' [1]
5989	4	'HBNK' [4]
5991		ZEROS
5992	30	'STD010 - SET TERMINAL UC FAIL ' [30]
5992	8	'EIBRESP=' [8]
5992	7	' RESP2=' [7]
5995	40	'BNK1CCS - STD010 - SET TERMINAL UC FAIL ' [40]
6018	1	':' [1]
6020	4	'HBNK' [4]
6022		ZEROS
6023	30	'RTD010 - SET TERMINAL UC FAIL ' [30]
6023	8	'EIBRESP=' [8]
6023	7	' RESP2=' [7]
6026	40	'BNK1CCS - RTD010 - SET TERMINAL UC FAIL ' [40]
6036	6	'BNK1CC' [6]
6036	7	'BNK1CCM' [7]
6046	1	':' [1]
6048	4	'HBNK' [4]
6050		ZEROS
6051	28	'SM010 - SEND MAP ERASE FAIL ' [28]
6051	8	'EIBRESP=' [8]
6051	7	' RESP2=' [7]
6054	38	'BNK1CCS - SM010 - SEND MAP ERASE FAIL ' [38]
6063	6	'BNK1CC' [6]
6063	7	'BNK1CCM' [7]
6073	1	':' [1]
6075	4	'HBNK' [4]
6077		ZEROS
6078	31	'SM010 - SEND MAP DATAONLY FAIL ' [31]
6078	8	'EIBRESP=' [8]
6078	7	' RESP2=' [7]
6081	41	'BNK1CCS - SM010 - SEND MAP DATAONLY FAIL ' [41]
6090	6	'BNK1CC' [6]
6090	7	'BNK1CCM' [7]
6100	1	':' [1]
6102	4	'HBNK' [4]
6104		ZEROS
6105	37	'SM010 - SEND MAP DATAONLY ALARM FAIL ' [37]
6105	8	'EIBRESP=' [8]
6105	7	' RESP2=' [7]
6108	47	'BNK1CCS - SM010 - SEND MAP DATAONLY ALARM FAIL ' [47]
6129	1	':' [1]
6131	4	'HBNK' [4]
6133		ZEROS
6134	23	'STM010 - SEND TEXT FAIL' [23]
6134	8	'EIBRESP=' [8]
6134	7	' RESP2=' [7]
6137	33	'BNK1CCS - STM010 - SEND TEXT FAIL' [33]
6151	4	'HBNK' [4]
6178	1	X'E' [1]
6179	1	X'F' [1]
6180	8	'IGZSRTCD' [8]
6188		SPACE
6190		SPACE
6192		SPACE
6194		SPACE
6196		SPACE
6198		0
6199		0
6200		0
6201		SPACE
6208		0
6228		0
6229		SPACES
6230		SPACES
6231		0
6232		0
6244	1	'.' [1]
6246	1	'.' [1]
6254	8	'ABNDPROC' [8]
6256	8	'CRDTAGY3' [8]
6259	16	'CIPC            ' [16]
6260	16	'CIPCREDCHANN    ' [16]
6262		3
6262		1
6273	1	':' [1]
6275	4	'PLOP' [4]
6277		ZEROS
6278	36	'A010  - *** The delay messed up! ***' [36]
6278	9	' EIBRESP=' [9]
6278	7	' RESP2=' [7]
6280	29	'*** The delay messed up ! ***' [29]
6281	4	'PLOP' [4]
6283		261
6286	40	'CRDTAGY3- UNABLE TO GET CONTAINER. RESP=' [40]
6286	8	', RESP2=' [8]
6287	10	'CONTAINER=' [10]
6287	9	' CHANNEL=' [9]
6287	9	' FLENGTH=' [9]
6290		999
6290		1
6292		261
6295	40	'CRDTAGY3- UNABLE TO PUT CONTAINER. RESP=' [40]
6295	8	', RESP2=' [8]
6296	10	'CONTAINER=' [10]
6296	9	' CHANNEL=' [9]
6296	9	' FLENGTH=' [9]
6322	1	X'E' [1]
6323	1	X'F' [1]
6324	8	'IGZSRTCD' [8]
6332		SPACE
6334		SPACE
6336		SPACE
6338		SPACE
6340		SPACE
6342		0
6343		0
6344		0
6345		SPACE
6352		0
6354		0
6355		0
6357	9	'BNK1CRA  ' [9]
6358	1	' ' [1]
6359	6	' RESP=' [6]
6360		0
6361	7	' RESP2=' [7]
6362		0
6363	15	' ABENDING TASK.' [15]
6365	1	'Y' [1]
6366	1	'Y' [1]
6369	1	'1' [1]
6370	1	'2' [1]
6371	1	'3' [1]
6374	13	'Session Ended' [13]
6378	1	' ' [1]
6379	1	''' [1]
6380	1	'_' [1]
6381	1	'ö' [1]
6382	1	'=' [1]
6383	1	'W' [1]
6384	1	'X' [1]
6385	1	'h' [1]
6386	1	'"' [1]
6387	1	'%' [1]
6388	1	'>' [1]
6389	1	',' [1]
6390	1	'1' [1]
6391	1	'2' [1]
6392	1	'3' [1]
6393	1	'4' [1]
6394	1	'5' [1]
6395	1	'6' [1]
6396	1	'7' [1]
6397	1	'8' [1]
6398	1	'9' [1]
6399	1	':' [1]
6400	1	'#' [1]
6401	1	'§' [1]
6402	1	'A' [1]
6403	1	'B' [1]
6404	1	'C' [1]
6405	1	'D' [1]
6406	1	'E' [1]
6407	1	'F' [1]
6408	1	'G' [1]
6409	1	'H' [1]
6410	1	'I' [1]
6411	1	'Ä' [1]
6412	1	'.' [1]
6413	1	'<' [1]
6450		0
6451		0
6452		0
6453		0
6466		SPACES
6482	1	'.' [1]
6484	1	'.' [1]
6492	8	'ABNDPROC' [8]
6498	7	'BNK1CRA' [7]
6501		TRUE
6502		ZERO
6503		LOW-VALUE
6504		-1
6505		TRUE
6510	4	'OMEN' [4]
6520		LOW-VALUES
6521	20	'Invalid key pressed.' [20]
6522		8
6523		TRUE
6526		ZERO
6531	4	'OCRA' [4]
6531		21
6541	1	':' [1]
6543	4	'HBNK' [4]
6545		ZEROS
6546	33	'A010 - RETURN TRANSID(OCRA) FAIL.' [33]
6546	8	'EIBRESP=' [8]
6546	7	' RESP2=' [7]
6549	42	'BNK1CRA - A010 - RETURN TRANSID(OCRA) FAIL' [42]
6563		TRUE
6569	6	'BNK1CD' [6]
6569	7	'BNK1CDM' [7]
6579	1	':' [1]
6581	4	'HBNK' [4]
6583		ZEROS
6584	25	'RM010 - RECEIVE MAP FAIL.' [25]
6584	8	'EIBRESP=' [8]
6584	7	' RESP2=' [7]
6587	35	'BNKMENU - RM010 - RECEIVE MAP FAIL ' [35]
6597		NUMERIC
6598	33	'Please enter an account number.  ' [33]
6599	1	'N' [1]
6602		ZERO
6603	42	'Please enter a non zero account number.   ' [42]
6604	1	'N' [1]
6607	1	'+' [1]
6607	1	'-' [1]
6607		1
6608	41	'Please enter + or - preceding the amount ' [41]
6609	1	'N' [1]
6619		0
6620	1	'-' [1]
6621		-1
6625	7	'DBCRFUN' [7]
6635	1	':' [1]
6637	4	'HBNK' [4]
6639		ZEROS
6640	27	'UCD010 - LINK DBCRFUN FAIL.' [27]
6640	8	'EIBRESP=' [8]
6640	7	' RESP2=' [7]
6643	43	'BNK1CRA - UCD010 - LINK DBCRFUN  FAIL      ' [43]
6648	1	'N' [1]
6649	1	'N' [1]
6651	1	'1' [1]
6652		SPACES
6653	38	'Sorry but the ACCOUNT no was not found' [38]
6653	14	' for SORTCODE ' [14]
6653	23	' . Amount not applied. ' [23]
6655	1	'2' [1]
6656		SPACES
6657	41	'Sorry but the AMOUNT could not be applied' [41]
6657	28	' due to an unexpected error.' [28]
6659	1	'3' [1]
6660		SPACES
6661	41	'Sorry insufficient funds available to pro' [41]
6661	28	'cess the request.           ' [28]
6664		SPACES
6665	41	'Sorry but the AMOUNT could not be applied' [41]
6665	29	' due to an unexpected error. ' [29]
6670		SPACES
6671	43	'Amount successfully applied to the account.' [43]
6684	6	'BNK1CD' [6]
6684	7	'BNK1CDM' [7]
6694	1	':' [1]
6696	4	'HBNK' [4]
6698		ZEROS
6699	28	'SM010 - SEND MAP ERASE FAIL.' [28]
6699	8	'EIBRESP=' [8]
6699	7	' RESP2=' [7]
6702	38	'BNK1CRA - SM010 - SEND MAP ERASE FAIL ' [38]
6710	6	'BNK1CD' [6]
6710	7	'BNK1CDM' [7]
6720	1	':' [1]
6722	4	'HBNK' [4]
6724		ZEROS
6725	31	'SM010 - SEND MAP DATAONLY FAIL.' [31]
6725	8	'EIBRESP=' [8]
6725	7	' RESP2=' [7]
6728	41	'BNK1CRA - SM010 - SEND MAP DATAONLY FAIL ' [41]
6736	6	'BNK1CD' [6]
6736	7	'BNK1CDM' [7]
6746	1	':' [1]
6748	4	'HBNK' [4]
6750		ZEROS
6751	37	'SM010 - SEND MAP DATAONLY ALARM FAIL.' [37]
6751	8	'EIBRESP=' [8]
6751	7	' RESP2=' [7]
6754	47	'BNK1CRA - SM010 - SEND MAP DATAONLY ALARM FAIL ' [47]
6774	1	':' [1]
6776	4	'HBNK' [4]
6778		ZEROS
6779	24	'STM010 - SEND TEXT FAIL.' [24]
6779	8	'EIBRESP=' [8]
6779	7	' RESP2=' [7]
6782	33	'BNK1CRA - STM010 - SEND TEXT FAIL' [33]
6792	4	'HBNK' [4]
6797		0
6798		ZERO
6799	35	'The Amount entered must be numeric.' [35]
6800	1	'N' [1]
6801		-1
6804		1
6804		NUMERIC
6805		1
6806	1	'Y' [1]
6809		ZERO
6810		1
6810		SPACES
6812	35	'The Amount entered must be numeric.' [35]
6813	1	'N' [1]
6814		-1
6818		ZERO
6819		SPACES
6820		1
6823		SPACES
6824		1
6827		ZERO
6828		1
6829		SPACES
6831		ZERO
6832		1
6832	1	'0' [1]
6832	1	'1' [1]
6832	1	'2' [1]
6832	1	'3' [1]
6832	1	'4' [1]
6832	1	'5' [1]
6832	1	'6' [1]
6832	1	'7' [1]
6832	1	'8' [1]
6832	1	'9' [1]
6832	1	'.' [1]
6832	1	' ' [1]
6833		0
6834		SPACES
6835	47	'Please supply a numeric amount without embedded' [47]
6835	8	' spaces.' [8]
6835		SPACES
6836	1	'N' [1]
6837		-1
6841		SPACES
6842	31	'Please supply a numeric amount.' [31]
6843	1	'N' [1]
6844		-1
6847		ZERO
6848		1
6848	1	'.' [1]
6849		1
6850		SPACES
6851	38	'Use one decimal point for amount only.' [38]
6852	1	'N' [1]
6853		-1
6856		1
6857		ZERO
6858		1
6858	1	'.' [1]
6859		2
6860		ZERO
6861		1
6861	1	'.' [1]
6862		2
6863	1	'0' [1]
6863	1	'1' [1]
6863	1	'2' [1]
6863	1	'3' [1]
6863	1	'4' [1]
6863	1	'5' [1]
6863	1	'6' [1]
6863	1	'7' [1]
6863	1	'8' [1]
6863	1	'9' [1]
6863	1	'.' [1]
6864		2
6865		SPACES
6866	44	'Only up to two decimal places are supported.' [44]
6867	1	'N' [1]
6868		-1
6873		1
6874		ZERO
6875		SPACES
6876	32	'Please supply a non-zero amount.' [32]
6877	1	'N' [1]
6878		-1
6881		SPACES
6882	1	'Y' [1]
6901	1	X'E' [1]
6902	1	X'F' [1]
6903	8	'IGZSRTCD' [8]
6911		SPACE
6913		SPACE
6915		SPACE
6917		SPACE
6919		SPACE
6921		0
6922		0
6923		0
6924		SPACE
6931		0
6951		0
6952		SPACES
6953		SPACES
6954		0
6955		0
6967	1	'.' [1]
6969	1	'.' [1]
6977	8	'ABNDPROC' [8]
6979	8	'CRDTAGY5' [8]
6982	16	'CIPE            ' [16]
6983	16	'CIPCREDCHANN    ' [16]
6985		3
6985		1
6996	1	':' [1]
6998	4	'PLOP' [4]
7000		ZEROS
7001	36	'A010  - *** The delay messed up! ***' [36]
7001	9	' EIBRESP=' [9]
7001	7	' RESP2=' [7]
7003	29	'*** The delay messed up ! ***' [29]
7004	4	'PLOP' [4]
7006		261
7009	41	'CRDTAGY5 - UNABLE TO GET CONTAINER. RESP=' [41]
7009	8	', RESP2=' [8]
7010	10	'CONTAINER=' [10]
7010	9	' CHANNEL=' [9]
7010	9	' FLENGTH=' [9]
7013		999
7013		1
7015		261
7018	40	'CRDTAGY5- UNABLE TO PUT CONTAINER. RESP=' [40]
7018	8	', RESP2=' [8]
7019	10	'CONTAINER=' [10]
7019	9	' CHANNEL=' [9]
7019	9	' FLENGTH=' [9]
7045	1	X'E' [1]
7046	1	X'F' [1]
7047	8	'IGZSRTCD' [8]
7055		SPACE
7057		SPACE
7059		SPACE
7061		SPACE
7063		SPACE
7065		0
7066		0
7067		0
7068		SPACE
7075		0
7083		0
7084		0
7086		0
7087		0
7088		0
7089		0
7090	1	'N' [1]
7091	1	'N' [1]
7092	1	'N' [1]
7093	1	'N' [1]
7094	1	'N' [1]
7095		SPACES
7098	8	'HBNKCUST' [8]
7099	6	'      ' [6]
7100	2	'  ' [2]
7101		0
7102		0
7103	2	'00' [2]
7125	1	'N' [1]
7143	1	'.' [1]
7145	1	'.' [1]
7153	8	'ABNDPROC' [8]
7156	7	'INQCUST' [7]
7160	1	'N' [1]
7161	1	'0' [1]
7164		0000000000
7164		9999999999
7166	1	'Y' [1]
7173		0000000000
7177	1	'N' [1]
7178	1	'N' [1]
7179	1	'N' [1]
7180	1	'N' [1]
7181	1	'Y' [1]
7182	1	'Y' [1]
7183	1	'0' [1]
7199	1	'Y' [1]
7207	8	'CUSTOMER' [8]
7209	1	'Y' [1]
7210	1	'Y' [1]
7214		1
7214		100
7215		3
7216	8	'CUSTOMER' [8]
7218	1	'Y' [1]
7219	1	'Y' [1]
7224		0000000000
7225		1000
7231	1	'Y' [1]
7232	1	'N' [1]
7233	1	'1' [1]
7237		9999999999
7237	1	'N' [1]
7240	1	'Y' [1]
7243		9999999999
7243		0000000000
7245	1	'Y' [1]
7246	1	'N' [1]
7247	1	'1' [1]
7248		SPACES
7249		SPACES
7261	1	':' [1]
7263	4	'CVR1' [4]
7265		ZEROS
7266	34	'RCV010 - CUSTOMER VSAM RECORD KEY=' [34]
7266	14	' GAVE VSAM RC=' [14]
7266	9	' EIBRESP=' [9]
7266	7	' RESP2=' [7]
7268	25	'CUSTOMER VSAM RECORD KEY=' [25]
7268	14	' GAVE VSAM RC=' [14]
7269	1	'Y' [1]
7270	10	'ON A RETRY' [10]
7272	4	'CVR1' [4]
7285	4	'AFCR' [4]
7286	4	'AFCS' [4]
7287	4	'AFCT' [4]
7288	1	'Y' [1]
7289	43	'INQCUST: Check-For-Storm-Drain-VSAM: Storm ' [43]
7289	23	'Drain condition (Abend ' [23]
7289	2	') ' [2]
7289	13	'has been met.' [13]
7300	1	':' [1]
7302	4	'HROL' [4]
7304		0
7305	44	'AH010 -Unable to perform SYNCPOINT ROLLBACK.' [44]
7305	45	' Possible integrity issue following VSAM RLS ' [45]
7305	7	' abend.' [7]
7305	9	' EIBRESP=' [9]
7305	7	' RESP2=' [7]
7307	45	'INQCUST: Unable to perform Synpoint Rollback.' [45]
7307	50	' Possible Integrity issue following VSAM RLS abend' [50]
7307	11	' RESP CODE=' [11]
7307	12	' RESP2 CODE=' [12]
7308	4	'HROL' [4]
7310	1	'N' [1]
7311	1	'2' [1]
7314	1	'N' [1]
7322		HIGH-VALUES
7323	8	'CUSTOMER' [8]
7325		1
7325		100
7326		3
7327	8	'CUSTOMER' [8]
7331	1	'N' [1]
7332	1	'9' [1]
7335	8	'CUSTOMER' [8]
7337		1
7337		100
7338		3
7339	8	'CUSTOMER' [8]
7343	1	'N' [1]
7344	1	'9' [1]
7347	8	'CUSTOMER' [8]
7349		1
7349		100
7350		3
7351	8	'CUSTOMER' [8]
7354	1	'N' [1]
7355	1	'9' [1]
7358	1	'Y' [1]
7369		ZERO
7370		1
7375		1
7376		1
7390	1	X'E' [1]
7391	1	X'F' [1]
7392	8	'IGZSRTCD' [8]
7400		SPACE
7402		SPACE
7404		SPACE
7406		SPACE
7408		SPACE
7410		0
7411		0
7412		0
7413		SPACE
7420		0
7423		0
7424		0
7425	1	'N' [1]
7426	1	'N' [1]
7427	1	'N' [1]
7428	1	'N' [1]
7442		0
7443	1	'N' [1]
7444		0
7447		0
7448		0
7450		0
7454		SPACES
7459		SPACES
7460		SPACES
7463		SPACE
7464		SPACE
7465		SPACE
7466		SPACE
7467		SPACE
7468		SPACE
7469		SPACE
7470		SPACE
7472		SPACE
7473		SPACE
7474		SPACE
7475		SPACE
7488	1	'.' [1]
7490	1	'.' [1]
7498	8	'ABNDPROC' [8]
7501	8	'CUSTCTRL' [8]
7512		ZERO
7513	1	'9' [1]
7514	8	'CUSTOMER' [8]
7514		16
7516		1
7516		100
7517		3
7518	8	'CUSTOMER' [8]
7518		16
7522	1	'N' [1]
7523	1	'1' [1]
7549	1	X'E' [1]
7550	1	X'F' [1]
7551	8	'IGZSRTCD' [8]
7559		SPACE
7561		SPACE
7563		SPACE
7565		SPACE
7567		SPACE
7569		0
7570		0
7571		0
7572		SPACE
7579		0
7584		+12
7592	1	'1' [1]
7593	1	'2' [1]
7594	1	'V' [1]
7595		0
7596		0
7607	1	'.' [1]
7609	1	'.' [1]
7623		0
7624		0
7642	8	'ABNDPROC' [8]
7646	8	'ABNDFILE' [8]
7648	45	'*********************************************' [45]
7649	45	'**** Unable to write to the file ABNDFILE !!!' [45]
7650	5	'RESP=' [5]
7650	7	' RESP2=' [7]
7651	45	'*********************************************' [45]
7671	1	X'E' [1]
7672	1	X'F' [1]
7673	8	'IGZSRTCD' [8]
7681		SPACE
7683		SPACE
7685		SPACE
7687		SPACE
7689		SPACE
7691		0
7692		0
7693		0
7694		SPACE
7701		0
7727		SPACES
7732		SPACES
7733		SPACES
7736		SPACE
7737		SPACE
7738		SPACE
7739		SPACE
7740		SPACE
7741		SPACE
7742		SPACE
7743		SPACE
7745		SPACE
7746		SPACE
7747		SPACE
7748		SPACE
7754	1	' ' [1]
7764		0
7765		0
7769		0
7770		0
7771		0
7772		0
7773		0
7774		0
7785	1	'.' [1]
7787	1	'.' [1]
7789		SPACES
7794		SPACES
7795		0
7797		SPACES
7798		0
7800	9	'STTESTER.' [9]
7801	4	'PLOP' [4]
7829		+78
7832		+81
7838		+78
7841		+81
7853	1	'N' [1]
7863	8	'ABNDPROC' [8]
7866	6	'XFRFUN' [6]
7870	1	'0' [1]
7871	1	'0' [1]
7872	1	'0' [1]
7873		0
7876		ZERO
7877	1	'N' [1]
7878	1	'4' [1]
7887	1	'N' [1]
7897	1	':' [1]
7899	4	'SAME' [4]
7901		ZEROS
7902	45	'UAD010 - Cannot transfer to the same account ' [45]
7902	9	' EIBRESP=' [9]
7902	7	' RESP2=' [7]
7904	35	'Cannot transfer to the same account' [35]
7905	4	'SAME' [4]
7911	1	'Y' [1]
7915	1	'N' [1]
7916	1	'2' [1]
7927	1	':' [1]
7929	4	'HROL' [4]
7931		ZEROS
7932	30	'UAD010(2) - Error on SYNCPOINT' [30]
7932	9	' ROLLBACK' [9]
7932	27	' after UPDATING TO account ' [27]
7932	9	' EIBRESP=' [9]
7932	7	' RESP2=' [7]
7934	31	'XFRFUN error syncpoint rollback' [31]
7934	27	' after updating TO account ' [27]
7934	6	',RESP=' [6]
7934	7	',RESP2=' [7]
7935	4	'HROL' [4]
7940	25	'Error updating TO account' [25]
7941	4	'TO  ' [4]
7946	1	'1' [1]
7949	23	'XFRFUN error syncpoint ' [23]
7949	16	' rollback after ' [16]
7949	22	'updating FROM account ' [22]
7949	6	',RESP=' [6]
7949	7	',RESP2=' [7]
7950	4	'HROL' [4]
7963	1	':' [1]
7965	4	'FROM' [4]
7967		ZEROS
7968	40	'UAD010(3) - Error updating FROM account ' [40]
7968	9	' EIBRESP=' [9]
7968	7	' RESP2=' [7]
7970	27	'Error updating FROM account' [27]
7971	4	'FROM' [4]
7979	1	'Y' [1]
7983	1	'N' [1]
7984	1	'1' [1]
7993	1	':' [1]
7995	4	'FROM' [4]
7997		ZEROS
7998	40	'UAD010(4) - Error updating FROM account ' [40]
7998	9	' EIBRESP=' [9]
7998	7	' RESP2=' [7]
8000	27	'Error updating FROM account' [27]
8001	4	'FROM' [4]
8014	1	':' [1]
8016	4	'HROL' [4]
8018		ZEROS
8019	31	'UAD010(5) - Error on SYNCPOINT ' [31]
8019	10	' ROLLBACK ' [10]
8019	32	' after UPDATING the FROM account' [32]
8019	9	' EIBRESP=' [9]
8019	7	' RESP2=' [7]
8021	23	'XFRFUN error syncpoint ' [23]
8021	16	' rollback after ' [16]
8021	22	'updating FROM account ' [22]
8021	6	',RESP=' [6]
8021	7	',RESP2=' [7]
8022	4	'HROL' [4]
8029	1	'2' [1]
8038	1	':' [1]
8040	4	'TO  ' [4]
8042		ZEROS
8043	38	'UAD010(6) - Error updating TO account ' [38]
8043	9	' EIBRESP=' [9]
8043	7	' RESP2=' [7]
8045	25	'Error updating TO account' [25]
8046	4	'TO  ' [4]
8059	1	':' [1]
8061	4	'HROL' [4]
8063		ZEROS
8064	39	'UAD010(7) - Error on SYNCPOINT ROLLBACK' [39]
8064	30	' after UPDATING the TO account' [30]
8064	9	' EIBRESP=' [9]
8064	7	' RESP2=' [7]
8066	38	'XFRFUN error syncpoint rollback after ' [38]
8066	20	'updating TO account ' [20]
8066	6	',RESP=' [6]
8066	7	',RESP2=' [7]
8067	4	'HROL' [4]
8074	1	'Y' [1]
8084		0
8085	1	'N' [1]
8086		+100
8087	1	'1' [1]
8090	1	'3' [1]
8098		0
8099	1	'N' [1]
8100	1	'3' [1]
8106	1	'Y' [1]
8111	1	'N' [1]
8118		0
8119	1	'N' [1]
8121		+100
8122	1	'2' [1]
8124	28	'UPDATE UNABLE TO READ TO ACC' [28]
8124	1	'/' [1]
8124	38	' ROLLBACK TO AVOID DATA INCONSISTENCY.' [38]
8124	8	'SQLCODE=' [8]
8135	1	':' [1]
8137	4	'HROL' [4]
8139		ZEROS
8140	40	'UAD010-TO - Error on SYNCPOINT ROLLBACK ' [40]
8140	32	'after failing to read TO account' [32]
8140	9	' EIBRESP=' [9]
8140	7	' RESP2=' [7]
8142	38	'XFRFUN error syncpoint rollback after ' [38]
8142	27	'failing to read TO account ' [27]
8142	6	',RESP=' [6]
8142	7	',RESP2=' [7]
8143	4	'HROL' [4]
8148	1	'3' [1]
8150	28	'UPDATE UNABLE TO READ TO ACC' [28]
8150	47	' ABENDING TO AVOID DATA INCONSISTENCY. SQLCODE=' [47]
8150	15	' SQLERRD(3) IS ' [15]
8150		3
8151		-911
8152		3
8152		13172872
8153	18	'DEADLOCK DETECTED!' [18]
8154		1
8155		6
8166	1	':' [1]
8168	4	'HROL' [4]
8170		ZEROS
8171	33	'UAD010-TO(2) - Error on SYNCPOINT' [33]
8171	35	' ROLLBACK after updating TO account' [35]
8171	9	' EIBRESP=' [9]
8171	7	' RESP2=' [7]
8173	31	'XFRFUN error syncpoint rollback' [31]
8173	27	' after updating TO account ' [27]
8173	6	',RESP=' [6]
8173	7	',RESP2=' [7]
8174	4	'HROL' [4]
8176		1
8180		3
8180		13172894
8181	17	'TIMEOUT DETECTED!' [17]
8191	1	':' [1]
8193	4	'RUF2' [4]
8195		ZEROS
8196		3
8196		13172894
8197	32	'UAD010-TO(3) - timeout detected ' [32]
8197	9	' EIBRESP=' [9]
8197	6	'RESP2=' [6]
8200	4	'RUF2' [4]
8206		0
8208	28	'UNABLE TO UPDATE TO ACCOUNT.' [28]
8208	12	'THE SQLCODE=' [12]
8208	12	' SQLERRD(3) ' [12]
8208		3
8210		-911
8211		3
8211		13172872
8212	18	'DEADLOCK DETECTED!' [18]
8213		1
8214		6
8225	1	':' [1]
8227	4	'HROL' [4]
8229		ZEROS
8230	34	'UAD010-TO(4) - Error on SYNCPOINT ' [34]
8230	34	'ROLLBACK after Updating TO account' [34]
8230	9	' EIBRESP=' [9]
8230	7	' RESP2=' [7]
8232	32	'XFRFUN error syncpoint rollback ' [32]
8232	27	' after updating TO account ' [27]
8232	6	',RESP=' [6]
8232	7	',RESP2=' [7]
8233	4	'HROL' [4]
8235		1
8239		3
8239		13172872
8240	17	'TIMEOUT DETECTED!' [17]
8251	1	':' [1]
8253	4	'RUF2' [4]
8255		ZEROS
8256		3
8256		13172872
8257	32	'UAD010-TO(5) - timeout detected ' [32]
8257	9	' EIBRESP=' [9]
8257	7	' RESP2=' [7]
8260	4	'RUF3' [4]
8264	1	'Y' [1]
8276	4	'PRTR' [4]
8282	1	'.' [1]
8285		TRUE
8288		TRUE
8293		0
8303	1	':' [1]
8305	4	'WPCD' [4]
8308	42	'WTPD010 - Unable to WRITE to PROCTRAN DB2 ' [42]
8308	16	'datastore. Data=' [16]
8308	49	'.Data inconsistency, data UPDATED on ACCOUNT file' [49]
